street_clean,city_clean,State,Zip,price,bedrooms,baths_label,bed_bath,sqft_living,price_per_sqft,lot_acres,waterfront_flag,basement_flag,view_label,condition_label,home_age,yr_renovated,years_since_update,floors,date,bathrooms,sqft_total_check,sqft_lot,waterfront,view,condition,sqft_above,sqft_basement,yr_built,street,city,statezip
6326 21St Ave Ne,Seattle,WA,98115,"$656,500",4,2  ,4 bd | 2. ba,"2,710",$242,0,No,Yes,None,Good,106,1985,40,1,6/12/2014,2.00,"2,710","4,750",0,0,4,"1,460","1,250",1919,6326 21st Ave NE,Seattle,WA 98115
4040 134Th Ave Se,Bellevue,WA,98006,"$655,275",3,1 3/4,3 bd | 1.75 ba,"2,050",$320,0,No,Yes,None,Average,63,2003,22,1,6/10/2014,1.75,"2,050","11,856",0,0,3,"1,460",590,1962,4040 134th Ave SE,Bellevue,WA 98006
11221 Ne 106Th Pl,Kirkland,WA,98033,"$655,000",4,3 1/2,4 bd | 3.5 ba,"2,350",$279,0,No,Yes,Great,Average,31,0,31,2,5/21/2014,3.50,"2,350","13,402",0,3,3,"1,670",680,1994,11221 NE 106th Pl,Kirkland,WA 98033
4730 162Nd Ct Se,Bellevue,WA,98006,"$655,000",4,2 1/4,4 bd | 2.25 ba,"2,060",$318,0,No,Yes,None,Average,42,2009,16,1,5/30/2014,2.25,"2,060","8,470",0,0,3,"1,440",620,1983,4730 162nd Ct SE,Bellevue,WA 98006
2853 234Th Ave Se,Sammamish,WA,98075,"$655,000",4,2 1/2,4 bd | 2.5 ba,"2,860",$229,0,No,No,None,Average,26,0,26,2,5/22/2014,2.50,"2,860","12,394",0,0,3,"2,860",0,1999,2853 234th Ave SE,Sammamish,WA 98075
225 246Th Ct Ne,Sammamish,WA,98074,"$655,000",4,2 1/2,4 bd | 2.5 ba,"2,990",$219,0,No,No,None,Average,22,0,22,2,5/28/2014,2.50,"2,990","5,669",0,0,3,"2,990",0,2003,225 246th Ct NE,Sammamish,WA 98074
19218 189Th Pl Ne,Woodinville,WA,98077,"$654,950",4,2 1/2,4 bd | 2.5 ba,"2,790",$235,1,No,No,None,Average,38,2000,25,2,6/3/2014,2.50,"2,790","45,902",0,0,3,"2,790",0,1987,19218 189th Pl NE,Woodinville,WA 98077
1806 15Th Ave,Seattle,WA,98122,"$654,000",3,3 1/4,3 bd | 3.25 ba,"1,530",$427,0,No,Yes,None,Average,20,0,20,2,6/20/2014,3.25,"1,530","1,565",0,0,3,"1,280",250,2005,1806 15th Ave,Seattle,WA 98122
2172 Ne Noble St,Issaquah,WA,98029,"$653,000",3,2 1/2,3 bd | 2.5 ba,"2,290",$285,0,No,No,None,Average,19,0,19,2,6/2/2014,2.50,"2,290","3,475",0,0,3,"2,290",0,2006,2172 NE Noble St,Issaquah,WA 98029
8236 Ne 115Th Way,Kirkland,WA,98034,"$653,000",3,2 1/2,3 bd | 2.5 ba,"2,680",$244,0,No,Yes,None,Good,46,0,46,1,6/5/2014,2.50,"2,680","9,750",0,0,4,"1,610","1,070",1979,8236 NE 115th Way,Kirkland,WA 98034
25956 Se 37Th Way,Issaquah,WA,98029,"$652,500",4,2 1/2,4 bd | 2.5 ba,"2,700",$242,0,No,No,None,Average,35,2009,16,2,6/15/2014,2.50,"2,700","9,122",0,0,3,"2,700",0,1990,25956 SE 37th Way,Issaquah,WA 98029
2476 239Th Pl Ne,Sammamish,WA,98074,"$651,000",4,2 1/2,4 bd | 2.5 ba,"2,740",$238,0,No,No,None,Average,32,0,32,2,5/13/2014,2.50,"2,740","7,140",0,0,3,"2,740",0,1993,2476 239th Pl NE,Sammamish,WA 98074
34303 Elm Ave Se,Snoqualmie,WA,98065,"$650,880",3,2 1/2,3 bd | 2.5 ba,"2,930",$222,0,No,No,None,Average,17,0,17,2,5/29/2014,2.50,"2,930","6,050",0,0,3,"2,930",0,2008,34303 Elm Ave SE,Snoqualmie,WA 98065
319 25Th Ave E,Seattle,WA,98112,"$650,000",2,2 1/2,2 bd | 2.5 ba,"1,740",$374,0,No,Yes,Good,Average,31,0,31,2,5/30/2014,2.50,"1,740","2,500",0,2,3,"1,210",530,1994,319 25th Ave E,Seattle,WA 98112
1411 112Th Ave Ne,Bellevue,WA,98004,"$650,000",3,1 3/4,3 bd | 1.75 ba,"2,140",$304,0,No,Yes,None,Average,72,0,72,1,6/15/2014,1.75,"2,140","9,484",0,0,3,"1,290",850,1953,1411 112th Ave NE,Bellevue,WA 98004
14245 Se 60Th St,Bellevue,WA,98006,"$650,000",3,1 3/4,3 bd | 1.75 ba,"2,920",$223,0,No,Yes,None,Good,44,0,44,1,6/18/2014,1.75,"2,920","9,370",0,0,4,"1,620","1,300",1981,14245 SE 60th St,Bellevue,WA 98006
3110 109Th Ave Se,Bellevue,WA,98004,"$650,000",3,1 1/2,3 bd | 1.5 ba,"1,320",$492,0,No,No,None,Average,74,1994,31,1,6/18/2014,1.50,"1,320","8,114",0,0,3,"1,320",0,1951,3110 109th Ave SE,Bellevue,WA 98004
28815 237Th Pl Se,Black Diamond,WA,98010,"$650,000",4,2 1/2,4 bd | 2.5 ba,"3,350",$194,1,No,No,None,Average,21,2003,22,2,7/1/2014,2.50,"3,350","46,748",0,0,3,"3,350",0,2004,28815 237th Pl SE,Black Diamond,WA 98010
4316 331St Ave Ne,Carnation,WA,98014,"$650,000",4,3  ,4 bd | 3. ba,"3,720",$175,1,No,Yes,None,Average,22,0,22,1,7/8/2014,3.00,"3,720","57,499",0,0,3,"1,880","1,840",2003,4316 331st Ave NE,Carnation,WA 98014
23836 Se 41St St,Issaquah,WA,98029,"$650,000",4,2 1/2,4 bd | 2.5 ba,"2,400",$271,0,No,No,None,Average,35,2009,16,2,6/23/2014,2.50,"2,400","7,351",0,0,3,"2,400",0,1990,23836 SE 41st St,Issaquah,WA 98029
7014 Ne 139Th St,Kirkland,WA,98034,"$650,000",4,2 1/4,4 bd | 2.25 ba,"2,560",$254,0,No,No,None,Good,52,0,52,2,6/10/2014,2.25,"2,560","9,731",0,0,4,"2,560",0,1973,7014 NE 139th St,Kirkland,WA 98034
2719 63Rd Ave Se,Mercer Island,WA,98040,"$650,000",3,1 1/2,3 bd | 1.5 ba,"1,380",$471,0,No,No,None,Excellent,65,0,65,1,7/3/2014,1.50,"1,380","4,500",0,0,5,"1,380",0,1960,2719 63rd Ave SE,Mercer Island,WA 98040
22540 Ne 92Nd St,Redmond,WA,98053,"$650,000",4,2 1/2,4 bd | 2.5 ba,"3,040",$214,0,No,No,None,Average,22,0,22,2,6/20/2014,2.50,"3,040","6,587",0,0,3,"3,040",0,2003,22540 NE 92nd St,Redmond,WA 98053
1920 224Th Pl Ne,Sammamish,WA,98074,"$650,000",4,2 1/2,4 bd | 2.5 ba,"2,840",$229,0,No,No,None,Average,35,2009,16,2,6/6/2014,2.50,"2,840","9,354",0,0,3,"2,840",0,1990,1920 224th Pl NE,Sammamish,WA 98074
1723 27Th Ave,Seattle,WA,98122,"$650,000",2,1  ,2 bd | 1. ba,"1,050",$619,0,No,Yes,None,Average,121,0,121,1,6/28/2014,1.00,"1,050","2,542",0,0,3,880,170,1904,1723 27th Ave,Seattle,WA 98122
1417 26Th Ave,Seattle,WA,98122,"$650,000",5,2 3/4,5 bd | 2.75 ba,"2,550",$255,0,No,No,None,Excellent,123,0,123,1.5,6/3/2014,2.75,"2,550","5,040",0,0,5,"2,550",0,1902,1417 26th Ave,Seattle,WA 98122
118 N 84Th St,Seattle,WA,98103,"$650,000",4,2 3/4,4 bd | 2.75 ba,"2,610",$249,0,No,Yes,None,Excellent,115,0,115,3,6/16/2014,2.75,"2,610","4,160",0,0,5,"1,910",700,1910,118 N 84th St,Seattle,WA 98103
615 Nw 92Nd St,Seattle,WA,98117,"$650,000",4,2 1/2,4 bd | 2.5 ba,"2,210",$294,0,No,No,None,Average,12,1923,102,2,5/13/2014,2.50,"2,210","4,861",0,0,3,"2,210",0,2013,615 NW 92nd St,Seattle,WA 98117
1923 46Th Ave Sw,Seattle,WA,98116,"$650,000",2,1  ,2 bd | 1. ba,"1,030",$631,0,No,No,None,Excellent,97,1970,55,1,6/11/2014,1.00,"1,030","5,750",0,0,5,"1,030",0,1928,1923 46th Ave SW,Seattle,WA 98116
9025 26Th Ave Nw,Seattle,WA,98117,"$650,000",4,2 3/4,4 bd | 2.75 ba,"1,910",$340,0,No,Yes,None,Good,85,2001,24,1,6/25/2014,2.75,"1,910","16,532",0,0,4,"1,420",490,1940,9025 26th Ave NW,Seattle,WA 98117
830 W Armour St,Seattle,WA,98119,"$650,000",5,1 3/4,5 bd | 1.75 ba,"1,260",$516,0,No,No,None,Average,99,2003,22,1.5,6/18/2014,1.75,"1,260","4,500",0,0,3,"1,260",0,1926,830 W Armour St,Seattle,WA 98119
2811 14Th Ave W,Seattle,WA,98119,"$649,950",3,2 1/2,3 bd | 2.5 ba,"1,500",$433,0,No,Yes,None,Average,11,0,11,2,6/23/2014,2.50,"1,500","1,375",0,0,3,"1,200",300,2014,2811 14th Ave W,Seattle,WA 98119
21601-21799 Ne 175Th St,Woodinville,WA,98077,"$649,950",4,2 1/2,4 bd | 2.5 ba,"2,350",$277,1,No,No,None,Good,31,0,31,2,6/9/2014,2.50,"2,350","63,162",0,0,4,"2,350",0,1994,21601-21799 NE 175th St,Woodinville,WA 98077
29836 Ne Tolt Hill Rd,Carnation,WA,98014,"$649,000",2,1 3/4,2 bd | 1.75 ba,"2,260",$287,6,No,Yes,Good,Average,20,0,20,2,6/23/2014,1.75,"2,260","280,962",0,2,3,"1,890",370,2005,29836 NE Tolt Hill Rd,Carnation,WA 98014
2436 Dexter Ave N,Seattle,WA,98109,"$648,475",4,2 3/4,4 bd | 2.75 ba,"2,250",$288,0,No,Yes,None,Average,74,1994,31,1,5/23/2014,2.75,"2,250","5,700",0,0,3,"1,200","1,050",1951,2436 Dexter Ave N,Seattle,WA 98109
137 18Th Ave,Kirkland,WA,98033,"$648,360",4,1 3/4,4 bd | 1.75 ba,"2,260",$287,0,No,Yes,Fair,Good,78,1988,37,1,5/22/2014,1.75,"2,260","7,005",0,1,4,"1,130","1,130",1947,137 18th Ave,Kirkland,WA 98033
3008 233Rd Ave Se,Issaquah,WA,98075,"$648,000",4,2 1/2,4 bd | 2.5 ba,"2,380",$272,0,No,No,None,Average,33,0,33,2,6/9/2014,2.50,"2,380","13,435",0,0,3,"2,380",0,1992,3008 233rd Ave SE,Issaquah,WA 98075
36011 Se Kendall Peak St,Snoqualmie,WA,98065,"$648,000",4,2 1/2,4 bd | 2.5 ba,"3,290",$197,0,No,No,None,Average,17,0,17,2,6/4/2014,2.50,"3,290","6,203",0,0,3,"3,290",0,2008,36011 SE Kendall Peak St,Snoqualmie,WA 98065
1727 Lake Washington Blvd S,Seattle,WA,98144,"$647,500",3,1 3/4,3 bd | 1.75 ba,"1,290",$502,0,No,No,None,Excellent,109,0,109,1,6/5/2014,1.75,"1,290","3,870",0,0,5,"1,290",0,1916,1727 Lake Washington Blvd S,Seattle,WA 98144
215 243Rd Ave Se,Sammamish,WA,98074,"$647,000",4,2 1/2,4 bd | 2.5 ba,"3,040",$213,0,No,No,None,Average,26,0,26,2,5/12/2014,2.50,"3,040","6,887",0,0,3,"3,040",0,1999,215 243rd Ave SE,Sammamish,WA 98074
19585-19799 204Th Ave Ne,Woodinville,WA,98077,"$646,213",4,2 1/2,4 bd | 2.5 ba,"3,430",$188,1,No,No,None,Average,12,1923,102,2,5/19/2014,2.50,"3,430","64,441",0,0,3,"3,430",0,2013,19585-19799 204th Ave NE,Woodinville,WA 98077
4615 158Th Ave Se,Bellevue,WA,98006,"$646,000",4,2 1/4,4 bd | 2.25 ba,"2,500",$258,0,No,Yes,None,Good,47,2000,25,1,6/4/2014,2.25,"2,500","8,500",0,0,4,"1,600",900,1978,4615 158th Ave SE,Bellevue,WA 98006
8903 3Rd Ave Nw,Seattle,WA,98117,"$646,000",4,2 1/2,4 bd | 2.5 ba,"2,310",$280,0,No,No,None,Average,17,0,17,2,6/19/2014,2.50,"2,310","4,079",0,0,3,"2,310",0,2008,8903 3rd Ave NW,Seattle,WA 98117
6316 26Th Ave Nw,Seattle,WA,98107,"$646,000",5,2 3/4,5 bd | 2.75 ba,"2,870",$225,0,No,Yes,None,Average,49,0,49,1,6/18/2014,2.75,"2,870","4,461",0,0,3,"1,650","1,220",1976,6316 26th Ave NW,Seattle,WA 98107
6723 17Th Ave Nw,Seattle,WA,98117,"$645,500",2,1  ,2 bd | 1. ba,"1,890",$342,0,No,No,None,Good,116,1989,36,1.5,5/30/2014,1.00,"1,890","5,202",0,0,4,"1,890",0,1909,6723 17th Ave NW,Seattle,WA 98117
6901 123Rd Ave Ne,Kirkland,WA,98033,"$645,325",3,2 1/2,3 bd | 2.5 ba,"2,670",$242,0,No,No,None,Average,22,0,22,2,6/17/2014,2.50,"2,670","10,481",0,0,3,"2,670",0,2003,6901 123rd Ave NE,Kirkland,WA 98033
1949-1953 9Th Ave W,Seattle,WA,98119,"$645,000",3,3 1/4,3 bd | 3.25 ba,"1,730",$373,0,No,Yes,Good,Average,17,0,17,2,5/29/2014,3.25,"1,730","1,229",0,2,3,"1,320",410,2008,1949-1953 9th Ave W,Seattle,WA 98119
633 Nw 116Th St,Seattle,WA,98177,"$645,000",3,2 3/4,3 bd | 2.75 ba,"1,850",$349,0,No,No,Good,Good,72,1983,42,1,6/25/2014,2.75,"1,850","16,960",0,2,4,"1,850",0,1953,633 NW 116th St,Seattle,WA 98177
1673 Rosemont Blvd,Bellevue,WA,98008,"$645,000",3,2 1/2,3 bd | 2.5 ba,"1,740",$371,0,No,No,None,Good,50,0,50,2,5/13/2014,2.50,"1,740","13,750",0,0,4,"1,740",0,1975,1673 Rosemont Blvd,Bellevue,WA 98008
15048 Ne 11Th Pl,Bellevue,WA,98007,"$645,000",4,2 1/2,4 bd | 2.5 ba,"2,430",$265,0,No,Yes,None,Excellent,62,0,62,1,6/2/2014,2.50,"2,430","14,400",0,0,5,"1,670",760,1963,15048 NE 11th Pl,Bellevue,WA 98007
4117 211Th Pl Ne,Sammamish,WA,98074,"$645,000",4,2 1/2,4 bd | 2.5 ba,"2,690",$240,0,No,No,None,Average,40,0,40,2,7/7/2014,2.50,"2,690","18,653",0,0,3,"2,690",0,1985,4117 211th Pl NE,Sammamish,WA 98074
2504 225Th Pl Ne,Sammamish,WA,98074,"$645,000",4,2 1/2,4 bd | 2.5 ba,"3,160",$204,0,No,No,None,Average,42,2009,16,2,5/16/2014,2.50,"3,160","11,380",0,0,3,"3,160",0,1983,2504 225th Pl NE,Sammamish,WA 98074
10514 14Th Ave Nw,Seattle,WA,98177,"$645,000",3,1 3/4,3 bd | 1.75 ba,"2,270",$284,0,No,Yes,None,Good,69,0,69,1,7/2/2014,1.75,"2,270","11,472",0,0,4,"1,370",900,1956,10514 14th Ave NW,Seattle,WA 98177
15003 Ne 12Th St,Bellevue,WA,98007,"$642,000",4,2 1/2,4 bd | 2.5 ba,"2,550",$252,0,No,Yes,None,Average,61,2000,25,1,5/12/2014,2.50,"2,550","10,000",0,0,3,"1,290","1,260",1964,15003 NE 12th St,Bellevue,WA 98007
3964 262Nd Ave Se,Issaquah,WA,98029,"$642,000",4,2 1/2,4 bd | 2.5 ba,"2,560",$251,0,No,No,None,Average,33,0,33,2,5/30/2014,2.50,"2,560","8,780",0,0,3,"2,560",0,1992,3964 262nd Ave SE,Issaquah,WA 98029
2834 220Th Pl Ne,Sammamish,WA,98074,"$642,000",3,2 1/2,3 bd | 2.5 ba,"2,670",$240,0,No,No,None,Average,38,2000,25,1,5/30/2014,2.50,"2,670","10,082",0,0,3,"2,670",0,1987,2834 220th Pl NE,Sammamish,WA 98074
13202 Ne 92Nd Way,Redmond,WA,98052,"$641,633",3,2 1/2,3 bd | 2.5 ba,"2,480",$259,0,No,No,None,Average,25,0,25,2,6/12/2014,2.50,"2,480","5,137",0,0,3,"2,480",0,2000,13202 NE 92nd Way,Redmond,WA 98052
6338 284Th Way Ne,Carnation,WA,98014,"$641,000",4,2 1/2,4 bd | 2.5 ba,"2,770",$231,1,No,No,None,Average,28,0,28,2,6/27/2014,2.50,"2,770","63,118",0,0,3,"2,770",0,1997,6338 284th Way NE,Carnation,WA 98014
6729 Dibble Ave Nw,Seattle,WA,98117,"$641,000",3,1 3/4,3 bd | 1.75 ba,"1,620",$396,0,No,Yes,None,Excellent,99,0,99,1,5/23/2014,1.75,"1,620","3,975",0,0,5,940,680,1926,6729 Dibble Ave NW,Seattle,WA 98117
3060 124Th Ave Ne,Bellevue,WA,98005,"$640,000",3,2 1/4,3 bd | 2.25 ba,"1,980",$323,0,No,No,None,Average,66,1989,36,1,7/3/2014,2.25,"1,980","10,115",0,0,3,"1,980",0,1959,3060 124th Ave NE,Bellevue,WA 98005
12020 Se 76Th St,Newcastle,WA,98056,"$640,000",3,2 1/2,3 bd | 2.5 ba,"2,370",$270,0,No,No,None,Average,32,0,32,2,6/3/2014,2.50,"2,370","11,172",0,0,3,"2,370",0,1993,12020 SE 76th St,Newcastle,WA 98056
11001-11025 169Th Pl Ne,Redmond,WA,98052,"$640,000",4,2 1/2,4 bd | 2.5 ba,"2,341",$273,0,No,No,None,Average,28,0,28,2,6/24/2014,2.50,"2,341","9,594",0,0,3,"2,341",0,1997,11001-11025 169th Pl NE,Redmond,WA 98052
23359 Ne 24Th Pl,Sammamish,WA,98074,"$640,000",3,2 1/2,3 bd | 2.5 ba,"2,140",$299,0,No,No,None,Average,34,0,34,2,6/9/2014,2.50,"2,140","8,925",0,0,3,"2,140",0,1991,23359 NE 24th Pl,Sammamish,WA 98074
1806 11Th Ave,Seattle,WA,98122,"$640,000",2,2 1/4,2 bd | 2.25 ba,"1,540",$416,0,No,No,None,Average,18,0,18,3,5/19/2014,2.25,"1,540",958,0,0,3,"1,540",0,2007,1806 11th Ave,Seattle,WA 98122
1816 11Th Ave,Seattle,WA,98122,"$640,000",2,2 1/4,2 bd | 2.25 ba,"1,540",$416,0,No,No,None,Average,18,0,18,3,7/1/2014,2.25,"1,540",965,0,0,3,"1,540",0,2007,1816 11th Ave,Seattle,WA 98122
8024 Corliss Ave N,Seattle,WA,98103,"$640,000",3,1 3/4,3 bd | 1.75 ba,"1,620",$395,0,No,Yes,None,Excellent,78,0,78,1,6/25/2014,1.75,"1,620","6,000",0,0,5,"1,040",580,1947,8024 Corliss Ave N,Seattle,WA 98103
2647 22Nd Ave W,Seattle,WA,98199,"$640,000",3,2 1/2,3 bd | 2.5 ba,"1,690",$379,0,No,No,None,Average,18,0,18,2.5,6/4/2014,2.50,"1,690","1,553",0,0,3,"1,690",0,2007,2647 22nd Ave W,Seattle,WA 98199
3526 Ashworth Ave N,Seattle,WA,98103,"$640,000",2,1 3/4,2 bd | 1.75 ba,"1,760",$364,0,No,Yes,None,Good,95,0,95,1,6/20/2014,1.75,"1,760","4,400",0,0,4,880,880,1930,3526 Ashworth Ave N,Seattle,WA 98103
2955 36Th Ave S,Seattle,WA,98144,"$640,000",3,1 3/4,3 bd | 1.75 ba,"2,340",$274,0,No,Yes,None,Excellent,108,0,108,1,6/5/2014,1.75,"2,340","4,206",0,0,5,"1,170","1,170",1917,2955 36th Ave S,Seattle,WA 98144
8600-8698 30Th Ave Ne,Seattle,WA,98115,"$640,000",4,2  ,4 bd | 2. ba,"2,560",$250,0,No,Yes,None,Good,78,1988,37,1,5/15/2014,2.00,"2,560","7,798",0,0,4,"1,890",670,1947,8600-8698 30th Ave NE,Seattle,WA 98115
3415 9Th Ave W,Seattle,WA,98119,"$640,000",3,2  ,3 bd | 2. ba,"1,380",$464,0,No,No,None,Average,77,1994,31,1,6/17/2014,2.00,"1,380","4,800",0,0,3,"1,380",0,1948,3415 9th Ave W,Seattle,WA 98119
1474 14Th Pl Ne,Issaquah,WA,98029,"$639,888",4,2 1/2,4 bd | 2.5 ba,"2,050",$312,0,No,No,None,Average,13,1912,113,2,6/24/2014,2.50,"2,050","2,772",0,0,3,"2,050",0,2012,1474 14th Pl NE,Issaquah,WA 98029
14106 176Th Ave Ne,Redmond,WA,98052,"$639,500",4,2 1/4,4 bd | 2.25 ba,"2,330",$274,0,No,No,None,Average,39,0,39,2,6/21/2014,2.25,"2,330","8,994",0,0,3,"2,330",0,1986,14106 176th Ave NE,Redmond,WA 98052
13615 179Th Ave Ne,Redmond,WA,98052,"$639,000",4,2 1/2,4 bd | 2.5 ba,"2,150",$297,0,No,No,None,Good,43,2011,14,2,5/20/2014,2.50,"2,150","12,028",0,0,4,"2,150",0,1982,13615 179th Ave NE,Redmond,WA 98052
3051 36Th Ave W,Seattle,WA,98199,"$639,000",4,2  ,4 bd | 2. ba,"1,840",$347,0,No,Yes,None,Good,83,1982,43,1,7/10/2014,2.00,"1,840","5,419",0,0,4,920,920,1942,3051 36th Ave W,Seattle,WA 98199
6533 193Rd Pl Ne,Redmond,WA,98052,"$638,000",3,2 1/2,3 bd | 2.5 ba,"2,110",$302,0,No,No,None,Average,20,0,20,2,6/16/2014,2.50,"2,110","3,600",0,0,3,"2,110",0,2005,6533 193rd Pl NE,Redmond,WA 98052
6318 Sw Marguerite Ct,Seattle,WA,98116,"$638,000",3,2  ,3 bd | 2. ba,"1,660",$384,0,No,Yes,None,Excellent,103,1956,69,1,6/26/2014,2.00,"1,660","3,729",0,0,5,970,690,1922,6318 SW Marguerite Ct,Seattle,WA 98116
2069 211Th Ave Ne,Sammamish,WA,98074,"$635,700",4,2 1/2,4 bd | 2.5 ba,"3,240",$196,0,No,Yes,None,Average,48,2004,21,1,5/22/2014,2.50,"3,240","13,978",0,0,3,"1,860","1,380",1977,2069 211th Ave NE,Sammamish,WA 98074
6517 Dibble Ave Nw,Seattle,WA,98117,"$635,200",4,1 3/4,4 bd | 1.75 ba,"1,640",$387,0,No,Yes,None,Excellent,104,0,104,1,5/29/2014,1.75,"1,640","4,240",0,0,5,920,720,1921,6517 Dibble Ave NW,Seattle,WA 98117
15018 Ne 10Th Pl,Bellevue,WA,98007,"$635,000",4,1 3/4,4 bd | 1.75 ba,"1,950",$326,0,No,Yes,None,Good,56,0,56,1,5/13/2014,1.75,"1,950","13,320",0,0,4,"1,370",580,1969,15018 NE 10th Pl,Bellevue,WA 98007
10068 Ne 142Nd Pl,Kirkland,WA,98034,"$635,000",3,2 1/2,3 bd | 2.5 ba,"3,350",$190,0,No,Yes,None,Average,20,0,20,2,6/30/2014,2.50,"3,350","4,007",0,0,3,"2,550",800,2005,10068 NE 142nd Pl,Kirkland,WA 98034
9788-16090 Ne Quail Creek Dr,Redmond,WA,98053,"$635,000",4,2 1/2,4 bd | 2.5 ba,"3,080",$206,1,No,No,None,Average,28,0,28,2,7/9/2014,2.50,"3,080","35,430",0,0,3,"3,080",0,1997,9788-16090 NE Quail Creek Dr,Redmond,WA 98053
7815 Stroud Ave N,Seattle,WA,98103,"$635,000",3,2 1/2,3 bd | 2.5 ba,"1,570",$404,0,No,No,None,Average,15,0,15,3,5/12/2014,2.50,"1,570","1,433",0,0,3,"1,570",0,2010,7815 Stroud Ave N,Seattle,WA 98103
2739 31St Ave S,Seattle,WA,98144,"$635,000",3,2 1/2,3 bd | 2.5 ba,"2,300",$276,0,No,Yes,None,Good,104,0,104,1.5,5/28/2014,2.50,"2,300","5,500",0,0,4,"2,000",300,1921,2739 31st Ave S,Seattle,WA 98144
3821 39Th Ave S,Seattle,WA,98118,"$635,000",4,2 1/4,4 bd | 2.25 ba,"2,750",$231,0,No,Yes,None,Good,77,0,77,1,5/21/2014,2.25,"2,750","6,180",0,0,4,"1,500","1,250",1948,3821 39th Ave S,Seattle,WA 98118
4131 51St Ave S,Seattle,WA,98118,"$635,000",3,2 1/2,3 bd | 2.5 ba,"1,960",$324,0,No,Yes,None,Good,85,2001,24,1,6/2/2014,2.50,"1,960","7,200",0,0,4,980,980,1940,4131 51st Ave S,Seattle,WA 98118
34115 Se Ash St,Snoqualmie,WA,98065,"$633,634",4,3 1/2,4 bd | 3.5 ba,"2,960",$214,0,No,No,None,Average,11,0,11,2,6/23/2014,3.50,"2,960","6,000",0,0,3,"2,960",0,2014,34115 SE Ash St,Snoqualmie,WA 98065
26021 Ne 25Th St,Redmond,WA,98053,"$633,100",4,2 1/2,4 bd | 2.5 ba,"2,470",$256,1,No,No,None,Average,32,0,32,2,5/14/2014,2.50,"2,470","33,305",0,0,3,"2,470",0,1993,26021 NE 25th St,Redmond,WA 98053
3323-3325 33Rd Ave Sw,Seattle,WA,98126,"$633,000",4,2 1/2,4 bd | 2.5 ba,"2,360",$268,0,No,Yes,Great,Average,48,2004,21,1,7/3/2014,2.50,"2,360","10,000",0,3,3,"1,980",380,1977,3323-3325 33rd Ave SW,Seattle,WA 98126
9181 226Th Pl Ne,Redmond,WA,98053,"$632,500",5,2 1/2,5 bd | 2.5 ba,"2,640",$240,0,No,No,None,Average,22,0,22,2,6/16/2014,2.50,"2,640","7,096",0,0,3,"2,640",0,2003,9181 226th Pl NE,Redmond,WA 98053
21604 Ne 22Nd Ct,Sammamish,WA,98074,"$632,500",4,2 1/2,4 bd | 2.5 ba,"2,090",$303,0,No,No,None,Average,39,0,39,2,6/20/2014,2.50,"2,090","10,306",0,0,3,"2,090",0,1986,21604 NE 22nd Ct,Sammamish,WA 98074
2617 Queen Anne Ave N,Seattle,WA,98109,"$631,500",2,1  ,2 bd | 1. ba,"1,130",$559,0,No,No,None,Good,98,0,98,1,6/24/2014,1.00,"1,130","2,640",0,0,4,"1,130",0,1927,2617 Queen Anne Ave N,Seattle,WA 98109
2900-2998 Fairmount Ave Sw,Seattle,WA,98116,"$631,500",4,2  ,4 bd | 2. ba,"2,530",$250,0,No,Yes,None,Good,115,0,115,1.5,7/7/2014,2.00,"2,530","5,650",0,0,4,"1,910",620,1910,2900-2998 Fairmount Ave SW,Seattle,WA 98116
2598 Ne Natalie Way,Issaquah,WA,98029,"$630,000",2,2 1/2,2 bd | 2.5 ba,"2,290",$275,0,No,No,None,Average,20,0,20,2,7/8/2014,2.50,"2,290","3,507",0,0,3,"2,290",0,2005,2598 NE Natalie Way,Issaquah,WA 98029
25510 Se 159Th St,Issaquah,WA,98027,"$630,000",4,3 3/4,4 bd | 3.75 ba,"4,610",$137,1,No,Yes,None,Good,45,0,45,1,6/5/2014,3.75,"4,610","40,202",0,0,4,"2,500","2,110",1980,25510 SE 159th St,Issaquah,WA 98027
8820 Ne 160Th Pl,Kenmore,WA,98028,"$630,000",4,2 1/2,4 bd | 2.5 ba,"2,807",$224,0,No,No,None,Average,29,0,29,2,6/18/2014,2.50,"2,807","9,430",0,0,3,"2,807",0,1996,8820 NE 160th Pl,Kenmore,WA 98028
10515 115Th Pl Ne,Kirkland,WA,98033,"$630,000",3,1 3/4,3 bd | 1.75 ba,"1,710",$368,0,No,No,None,Good,39,0,39,1,7/9/2014,1.75,"1,710","8,767",0,0,4,"1,710",0,1986,10515 115th Pl NE,Kirkland,WA 98033
11607 Ne 103Rd Pl,Kirkland,WA,98033,"$630,000",4,2 1/2,4 bd | 2.5 ba,"2,190",$288,0,No,Yes,None,Good,46,0,46,1,7/2/2014,2.50,"2,190","9,880",0,0,4,"1,410",780,1979,11607 NE 103rd Pl,Kirkland,WA 98033
3219 34Th Ave W,Seattle,WA,98199,"$630,000",4,2  ,4 bd | 2. ba,"1,770",$356,0,No,No,None,Excellent,114,1981,44,2,5/12/2014,2.00,"1,770","6,000",0,0,5,"1,770",0,1911,3219 34th Ave W,Seattle,WA 98199
18808 215Th Way Ne,Woodinville,WA,98077,"$630,000",4,2 1/2,4 bd | 2.5 ba,"2,740",$230,1,No,No,None,Average,32,0,32,2,5/28/2014,2.50,"2,740","43,101",0,0,3,"2,740",0,1993,18808 215th Way NE,Woodinville,WA 98077
