Address,City,State,Zip,Price,Bedrooms,Bathrooms,Living Area (SqFt),Price per SqFt,Lot Size (Acres),Waterfront,Basement,View,Condition,Home Age,Year Renovated,Years Since Update,Floors,,
17612 Ne 30Th Pl,Redmond,WA,98052,"$600,000",5.00,2,"3,000",$200 ,0,No,No,None,Good,50,0,50,2,,
20322 Ne 34Th Ct,Sammamish,WA,98074,"$600,000",3.00,3,"2,260",$265 ,0,No,No,None,Average,38,2000,25,2,,
547 Ne 81St St,Seattle,WA,98115,"$600,000",3.00,2,"1,650",$364 ,0,No,Yes,None,Excellent,117,0,117,1,,
816 Martin Luther King Jr Way,Seattle,WA,98122,"$600,000",3.00,2,"1,480",$405 ,0,No,No,None,Good,111,1945,80,2,,
122 16Th Ave E,Seattle,WA,98112,"$600,000",2.00,1,"1,040",$577 ,0,No,No,None,Good,106,1980,45,1,,
100 20Th Ave E,Seattle,WA,98112,"$600,000",2.00,1,910,$659 ,0,No,No,None,Average,125,2005,20,1.5,,
4531 Ne 106Th St,Seattle,WA,98125,"$600,000",5.00,2,"2,980",$201 ,0,No,Yes,None,Average,65,2012,13,1,,
35019 Se Curtis Dr,Snoqualmie,WA,98065,"$600,000",3.00,3,"3,240",$185 ,0,No,Yes,None,Average,21,2003,22,2,,
17308 167Th Ave Ne,Woodinville,WA,98072,"$600,000",3.00,2,"1,900",$316 ,1,No,Yes,None,Good,56,0,56,1.5,,
4222 186Th Pl Se,Issaquah,WA,98027,"$599,990",3.00,2,"2,680",$224 ,0,No,Yes,None,Average,47,0,47,1,,
24702 132Nd Ct Se,Kent,WA,98042,"$599,950",4.00,4,"3,730",$161 ,0,No,Yes,Good,Average,34,0,34,2,,
7928 150Th Ct Ne,Redmond,WA,98052,"$599,950",4.00,4,"2,500",$240 ,0,No,Yes,None,Average,17,0,17,2,,
1501 Nw 90Th St,Seattle,WA,98117,"$599,950",3.00,3,"1,830",$328 ,0,No,No,None,Average,11,0,11,3,,
4810 S Raymond St,Seattle,WA,98118,"$599,950",3.00,3,"2,660",$226 ,0,No,No,None,Average,11,0,11,2,,
16604 Ne 42Nd Ct,Redmond,WA,98052,"$599,000",3.00,2,"2,560",$234 ,0,No,Yes,None,Average,38,2000,25,1,,
22631 Se 18Th Pl,Sammamish,WA,98075,"$599,000",5.00,3,"2,730",$219 ,1,No,Yes,None,Average,57,1992,33,1,,
427 N 63Rd St,Seattle,WA,98103,"$599,000",3.00,3,"1,960",$306 ,0,No,Yes,None,Excellent,99,0,99,1.5,,
125 30Th Ave,Seattle,WA,98122,"$599,000",7.00,3,"2,580",$232 ,0,No,Yes,None,Good,124,0,124,1,,
306 Nw 82Nd St,Seattle,WA,98117,"$599,000",5.00,3,"2,820",$212 ,0,No,Yes,None,Average,58,2011,14,1,,
3212 E Terrace St,Seattle,WA,98122,"$599,000",4.00,3,"2,020",$297 ,0,No,Yes,None,Average,108,2014,11,1,,
18905 240Th Ave Ne,Woodinville,WA,98077,"$599,000",4.00,3,"2,790",$215 ,5,No,No,None,Average,36,0,36,2,,
46300 Se 137Th St,North Bend,WA,98045,"$598,000",4.00,3,"3,130",$191 ,1,No,No,None,Average,31,0,31,2,,
2116 Sahalee Dr E,Sammamish,WA,98074,"$598,000",5.00,2,"2,890",$207 ,0,No,No,None,Average,48,2004,21,2,,
8416 Se 36Th St,Mercer Island,WA,98040,"$597,326",4.00,4,"3,570",$167 ,0,No,Yes,None,Average,12,1923,102,2,,
3449 Magnolia Blvd W,Seattle,WA,98199,"$596,165",4.00,2,"2,580",$231 ,0,No,Yes,None,Excellent,75,0,75,1,,
12521 3Rd Ave Nw,Seattle,WA,98177,"$595,888",3.00,2,"1,870",$319 ,0,No,No,None,Excellent,67,0,67,1,,
3616 Lincoln Ave Ne,Newcastle,WA,98056,"$595,000",3.00,3,"3,290",$181 ,1,No,No,None,Good,32,0,32,2,,
7728 11Th Ave Nw,Seattle,WA,98117,"$595,000",3.00,2,"1,480",$402 ,0,No,Yes,None,Good,97,0,97,1,,
1102 Nw 56Th St,Seattle,WA,98107,"$595,000",4.00,3,"1,990",$299 ,0,No,Yes,None,Average,20,0,20,2,,
2318 N 60Th St,Seattle,WA,98103,"$595,000",4.00,3,"3,730",$160 ,0,No,Yes,None,Average,12,1923,102,2,,
2726 Mayfair Ave N,Seattle,WA,98109,"$595,000",2.00,2,"1,030",$578 ,0,No,Yes,None,Average,101,2011,14,1,,
2201 223Rd Pl Ne,Sammamish,WA,98074,"$594,950",4.00,3,"2,720",$219 ,0,No,No,None,Average,36,0,36,2,,
8827 Ne 148Th Pl,Kenmore,WA,98028,"$594,000",4.00,3,"2,720",$218 ,0,No,No,None,Average,20,0,20,2,,
4757 41St Ave Ne,Seattle,WA,98105,"$594,000",3.00,2,"1,270",$468 ,0,No,Yes,None,Average,11,0,11,2,,
7542 42Nd Ave Ne,Seattle,WA,98115,"$594,000",4.00,2,"1,870",$318 ,0,No,Yes,None,Good,88,0,88,2,,
2101-2499 Nw Stoney Creek Dr,Issaquah,WA,98027,"$593,000",3.00,3,"1,830",$324 ,0,No,Yes,None,Average,14,0,14,2,,
800 Ne 95Th St,Seattle,WA,98115,"$592,500",2.00,2,"1,420",$417 ,0,No,No,Good,Excellent,97,1970,55,1.5,,
18504 Ne 21St St,Redmond,WA,98052,"$592,500",4.00,3,"2,170",$273 ,0,No,Yes,None,Good,57,0,57,1,,
24231 Ne 5Th Pl,Sammamish,WA,98074,"$592,500",4.00,3,"2,240",$265 ,0,No,No,None,Average,42,2009,16,1,,
Adair Creek Trail,Redmond,WA,98053,"$592,350",2.00,2,"1,570",$377 ,0,No,No,None,Average,19,0,19,1,,
3040 273Rd Ave Ne,Redmond,WA,98053,"$592,106",3.00,3,"1,640",$361 ,1,No,No,None,Average,33,0,33,2,,
7047 208Th Ave Ne,Redmond,WA,98053,"$592,106",3.00,3,"2,650",$223 ,1,No,No,None,Average,31,0,31,2,,
1600-1608 25Th Ave,Seattle,WA,98122,"$591,000",3.00,2,"1,680",$352 ,0,No,Yes,None,Excellent,103,1956,69,1,,
19615 182Nd Ave Ne,Woodinville,WA,98077,"$591,000",4.00,2,"2,710",$218 ,1,No,No,None,Good,48,0,48,2,,
4709 43Rd Ave S,Seattle,WA,98118,"$590,300",3.00,2,"1,470",$402 ,0,No,No,None,Good,118,0,118,2,,
16429 Ne 18Th St,Bellevue,WA,98008,"$590,000",4.00,3,"3,220",$183 ,0,No,No,None,Good,59,0,59,1.5,,
2862 S 354Th Ln,Federal Way,WA,98003,"$590,000",4.00,4,"2,360",$250 ,1,No,No,None,Good,86,1987,38,2,,
3419 241St Pl Se,Issaquah,WA,98029,"$590,000",4.00,3,"2,010",$294 ,0,No,No,None,Good,36,0,36,2,,
4765 Ne 203Rd St,Lake Forest Park,WA,98155,"$590,000",3.00,3,"2,650",$223 ,0,No,Yes,None,Excellent,50,0,50,1,,
7264 27Th Ave Ne,Seattle,WA,98115,"$590,000",3.00,2,"1,410",$418 ,0,No,Yes,None,Good,78,1988,37,1,,
3627 48Th Ave Sw,Seattle,WA,98116,"$590,000",3.00,2,"1,650",$358 ,0,No,No,None,Good,99,1993,32,2,,
18823 Se 216Th St,Renton,WA,98058,"$589,950",5.00,3,"2,790",$211 ,0,No,Yes,Great,Excellent,52,0,52,1,,
27463 254Th Pl Se,Maple Valley,WA,98038,"$589,950",4.00,3,"3,190",$185 ,0,No,No,None,Average,19,0,19,2,,
24718 Se Mirrormont Dr,Issaquah,WA,98027,"$589,900",4.00,5,"3,870",$152 ,1,No,Yes,None,Average,24,0,24,2,,
22819 Ne 166Th St,Woodinville,WA,98077,"$589,900",2.00,3,"3,160",$187 ,2,No,No,None,Average,32,0,32,2,,
4405 40Th Ave Sw,Seattle,WA,98116,"$589,500",3.00,3,"2,310",$255 ,0,No,Yes,None,Average,20,0,20,2,,
34917 Se Moffat St,Snoqualmie,WA,98065,"$589,500",4.00,3,"2,630",$224 ,0,No,No,None,Average,17,0,17,2,,
6907 Fairway Ave Se,Snoqualmie,WA,98065,"$589,000",4.00,3,"2,910",$202 ,0,No,No,Good,Average,27,2006,19,2,,
11611 106Th Ave Ne,Kirkland,WA,98034,"$589,000",4.00,3,"2,440",$241 ,0,No,No,None,Excellent,64,0,64,2,,
3406 60Th Ave Sw,Seattle,WA,98116,"$589,000",3.00,2,"2,250",$262 ,0,No,Yes,None,Good,100,1968,57,1,,
3228 36Th Ave W,Seattle,WA,98199,"$589,000",3.00,1,"1,110",$531 ,0,No,No,None,Excellent,93,2002,23,1.5,,
10510 160Th Ave Ne,Redmond,WA,98052,"$588,000",3.00,2,"2,030",$290 ,0,No,Yes,None,Good,48,0,48,1,,
8222 16Th Ave Ne,Seattle,WA,98115,"$588,000",3.00,2,"1,860",$316 ,0,No,No,None,Excellent,117,0,117,2,,
8314 Jones Ave Nw,Seattle,WA,98117,"$588,000",5.00,3,"2,190",$268 ,0,No,Yes,None,Excellent,85,0,85,2,,
7734 39Th Ave Ne,Seattle,WA,98115,"$588,000",4.00,2,"1,680",$350 ,0,No,Yes,None,Average,75,2005,20,1,,
723 N 43Rd St,Seattle,WA,98103,"$587,206",3.00,4,"1,890",$311 ,0,No,Yes,None,Average,26,0,26,2,,
3118 264Th Ave Ne,Redmond,WA,98053,"$587,000",3.00,2,"2,370",$248 ,5,No,No,None,Average,46,2014,11,2,,
13013 Ne 202Nd Pl,Woodinville,WA,98072,"$587,000",4.00,3,"2,550",$230 ,0,No,No,None,Average,33,0,33,2,,
3840 Evanston Ave N,Seattle,WA,98103,"$586,500",3.00,3,"1,780",$329 ,0,No,Yes,None,Average,19,0,19,3,,
3901 Park Ave N,Renton,WA,98056,"$585,000",4.00,2,"3,000",$195 ,1,No,Yes,Great,Average,75,2005,20,1,,
18206 Mclean Rd Sw,Vashon,WA,98070,"$585,000",4.00,2,"2,470",$237 ,3,No,No,Good,Average,88,1999,26,2,,
4640 193Rd Ave Se,Issaquah,WA,98027,"$585,000",3.00,2,"1,850",$316 ,0,No,No,None,Good,42,0,42,1,,
360 Se Bush St,Issaquah,WA,98027,"$585,000",4.00,3,"2,430",$241 ,0,No,No,None,Average,17,0,17,2,,
12458 Juanita Dr Ne,Kirkland,WA,98034,"$585,000",4.00,3,"2,840",$206 ,0,No,No,None,Average,24,0,24,2,,
11826 Ne 145Th St,Kirkland,WA,98034,"$585,000",4.00,3,"2,890",$202 ,0,No,Yes,None,Average,52,2013,12,1,,
3505 Monterey Ct Ne,Renton,WA,98056,"$585,000",4.00,3,"2,630",$222 ,0,No,No,None,Average,26,0,26,2,,
7705 13Th Ave Nw,Seattle,WA,98117,"$585,000",3.00,2,"1,670",$350 ,0,No,No,None,Average,94,0,94,1.5,,
111 Nw 53Rd St,Seattle,WA,98107,"$585,000",3.00,1,"1,870",$313 ,0,No,Yes,None,Good,98,0,98,1.5,,
2637 22Nd Ave W,Seattle,WA,98199,"$585,000",3.00,3,"1,910",$306 ,0,No,Yes,None,Average,18,0,18,2.5,,
309 N 46Th St,Seattle,WA,98103,"$585,000",5.00,2,"2,000",$293 ,0,No,No,None,Good,104,0,104,2,,
2500 Ne 100Th St,Seattle,WA,98125,"$585,000",5.00,3,"2,670",$219 ,0,No,Yes,None,Good,105,0,105,1.5,,
10613 Sw 138Th St,Vashon,WA,98070,"$585,000",3.00,3,"2,270",$258 ,2,No,No,None,Average,27,2006,19,2,,
2027 Eastlake Ave E,Seattle,WA,98102,"$584,000",3.00,3,"1,480",$395 ,0,No,Yes,None,Average,18,0,18,2,,
4304B 36Th Ave W,Seattle,WA,98199,"$584,000",3.00,2,"1,490",$392 ,0,No,Yes,None,Average,17,0,17,2,,
1007 N 29Th St,Renton,WA,98056,"$583,000",3.00,3,"2,600",$224 ,0,No,No,Fair,Average,27,2006,19,2,,
2317-2399 185Th Pl Ne,Redmond,WA,98052,"$583,000",6.00,3,"2,630",$222 ,0,No,Yes,None,Good,51,0,51,1,,
907 221St Ave Ne,Sammamish,WA,98074,"$583,000",3.00,3,"1,790",$326 ,0,No,No,None,Average,36,0,36,2,,
21023-21029 Ne 42Nd St,Sammamish,WA,98074,"$582,800",4.00,3,"2,550",$229 ,0,No,Yes,None,Average,39,0,39,1,,
4254 33Rd Ave W,Seattle,WA,98199,"$582,500",2.00,2,"1,159",$503 ,0,No,No,None,Average,77,1994,31,1,,
9214 Cyrus Ave Nw,Seattle,WA,98117,"$582,000",4.00,2,"2,120",$275 ,0,No,Yes,Fair,Average,74,1994,31,1,,
7408 138Th Pl Ne,Redmond,WA,98052,"$581,000",4.00,2,"2,090",$278 ,0,No,Yes,None,Good,62,0,62,1,,
1819-1827 25Th Ave,Seattle,WA,98122,"$581,000",4.00,1,"1,630",$356 ,0,No,No,None,Average,104,2000,25,1.5,,
21404 Se 19Th St,Sammamish,WA,98075,"$580,379",4.00,3,"2,240",$259 ,1,No,No,None,Good,49,1992,33,1.5,,
13516 164Th Ave Se,Renton,WA,98059,"$580,135",4.00,3,"3,150",$184 ,0,No,No,None,Average,11,0,11,2,,
601 Ne 76Th St,Seattle,WA,98115,"$580,050",3.00,3,"2,360",$246 ,0,No,No,Great,Average,29,0,29,2,,
5410 Greenwood Ave N,Seattle,WA,98103,"$580,000",3.00,3,"1,620",$358 ,0,No,Yes,Excellent,Average,17,0,17,3,,
1430-1920 W Lake Sammamish Pkwy Se,Bellevue,WA,98008,"$580,000",3.00,3,"2,200",$264 ,0,No,No,Good,Average,47,0,47,2,,
620 151St Pl Ne,Bellevue,WA,98007,"$580,000",5.00,2,"2,700",$215 ,0,No,Yes,None,Good,63,0,63,1,,
16541 Ne 27Th Pl,Bellevue,WA,98008,"$580,000",5.00,2,"2,290",$253 ,0,No,Yes,None,Average,61,2000,25,1,,
2422 171 Ave Se,Bellevue,WA,98008,"$580,000",4.00,2,"2,160",$269 ,0,No,No,None,Average,56,2010,15,1,,
1130 Oak Hill Pl Nw,Issaquah,WA,98027,"$580,000",3.00,2,"1,940",$299 ,0,No,Yes,None,Average,38,2000,25,1,,
4055 238Th Pl Se,Issaquah,WA,98029,"$580,000",4.00,3,"2,220",$261 ,0,No,No,None,Average,37,2000,25,2,,
4528 165Th Ave Ne,Redmond,WA,98052,"$580,000",4.00,2,"1,720",$337 ,0,No,Yes,None,Average,50,0,50,1,,
17422 Ne 28Th St,Redmond,WA,98052,"$580,000",3.00,3,"2,040",$284 ,0,No,No,None,Average,33,0,33,2,,
976 Jericho Pl Ne,Renton,WA,98059,"$580,000",4.00,3,"3,250",$178 ,0,No,No,None,Average,17,0,17,2,,
3814 231St Ave Se,Sammamish,WA,98075,"$580,000",4.00,3,"2,130",$272 ,1,No,Yes,None,Average,45,0,45,1,,
8026 38Th Ave Ne,Seattle,WA,98115,"$580,000",5.00,2,"1,940",$299 ,0,No,Yes,None,Excellent,80,0,80,1,,
4408 Thackeray Pl Ne,Seattle,WA,98105,"$580,000",3.00,2,"1,850",$314 ,0,No,Yes,None,Average,116,2004,21,1,,
2107 Ne 55Th St,Seattle,WA,98105,"$580,000",5.00,2,"2,060",$282 ,0,No,No,None,Average,122,2005,20,2,,
1121 27Th Ave,Seattle,WA,98122,"$580,000",3.00,2,"1,900",$305 ,0,No,Yes,None,Average,120,2010,15,1.5,,
12524 231St Ave Ne,Redmond,WA,98053,"$579,000",2.00,2,"1,870",$310 ,0,No,No,None,Average,22,0,22,1,,
129 25Th Ave E,Seattle,WA,98112,"$579,000",3.00,3,"1,640",$353 ,0,No,No,None,Average,16,0,16,3,,
540 Raymond Pl Nw,Renton,WA,98057,"$578,000",4.00,3,"3,140",$184 ,0,No,Yes,Good,Excellent,59,0,59,1,,
25024 Se 41St Dr,Issaquah,WA,98029,"$578,000",4.00,3,"2,070",$279 ,0,No,No,None,Average,29,0,29,2,,
6737 5Th Ave Nw,Seattle,WA,98117,"$577,438",4.00,3,"2,110",$274 ,0,No,No,None,Average,25,0,25,2,,
4045 46Th Ave Sw,Seattle,WA,98116,"$577,000",3.00,3,"2,060",$280 ,0,No,Yes,None,Average,49,0,49,1,,
15125 78Th Ave Ne,Kenmore,WA,98028,"$576,000",4.00,3,"2,440",$236 ,1,No,No,None,Average,23,0,23,2,,
8817 28Th Ave Nw,Seattle,WA,98117,"$576,000",3.00,3,"1,940",$297 ,0,No,Yes,None,Good,77,0,77,1,,
14117 175Th Ave Ne,Redmond,WA,98052,"$575,550",4.00,3,"2,060",$279 ,0,No,Yes,None,Average,40,0,40,1,,
23444 10Th Ave S,Des Moines,WA,98198,"$575,000",5.00,3,"3,690",$156 ,1,No,Yes,Good,Average,65,2012,13,1,,
480 Sw 345Th St,Federal Way,WA,98023,"$575,000",4.00,3,"4,620",$124 ,0,No,No,None,Good,34,0,34,2,,
460 Indigo Pl Nw,Issaquah,WA,98027,"$575,000",4.00,3,"2,120",$271 ,0,No,No,None,Average,40,0,40,2,,
100 Mt Si Pl Nw,Issaquah,WA,98027,"$575,000",3.00,2,"2,680",$215 ,0,No,Yes,None,Excellent,51,0,51,1,,
24716 142Nd Ave Se,Kent,WA,98042,"$575,000",3.00,2,"3,800",$151 ,1,No,Yes,None,Good,49,1992,33,1,,
4527-4553 Ne 201St Pl,Lake Forest Park,WA,98155,"$575,000",4.00,3,"3,020",$190 ,0,No,Yes,None,Average,46,2014,11,1,,
22447 Ne 9Th Dr,Sammamish,WA,98074,"$575,000",4.00,3,"2,400",$240 ,0,No,No,None,Average,35,2009,16,2,,
1128 10Th Ave E,Seattle,WA,98102,"$575,000",3.00,3,"1,384",$415 ,0,No,Yes,None,Average,19,0,19,2,,
1106 25Th Ave E,Seattle,WA,98112,"$575,000",2.00,1,"1,490",$386 ,0,No,Yes,None,Average,79,0,79,1,,
2002 28Th Ave W,Seattle,WA,98199,"$575,000",2.00,1,"1,510",$381 ,0,No,Yes,None,Average,90,1974,51,1.5,,
8322 28Th Ave Nw,Seattle,WA,98117,"$575,000",3.00,2,"2,400",$240 ,0,No,Yes,None,Good,99,1993,32,1.5,,
5461 S Othello St,Seattle,WA,98118,"$575,000",3.00,2,"1,580",$364 ,0,No,Yes,None,Good,74,1999,26,1,,
7032 7Th Ave Nw,Seattle,WA,98117,"$575,000",4.00,2,"1,280",$449 ,0,No,Yes,None,Average,99,2003,22,1,,
4931 Sw Forney St,Seattle,WA,98116,"$575,000",3.00,2,"1,530",$376 ,0,No,Yes,None,Average,70,2005,20,1,,
6720 4Th Ave Nw,Seattle,WA,98117,"$575,000",3.00,2,"1,700",$338 ,0,No,Yes,None,Average,101,2011,14,1.5,,
9423 Ash Ave Se,Snoqualmie,WA,98065,"$575,000",4.00,3,"3,120",$184 ,0,No,No,None,Average,15,0,15,2,,
34115 Se Ash St,Snoqualmie,WA,98065,"$575,000",4.00,3,"2,500",$230 ,0,No,No,None,Average,12,1923,102,2,,
1010 Greenwood Blvd Sw,Issaquah,WA,98027,"$574,950",5.00,3,"3,160",$182 ,0,No,No,None,Good,45,0,45,2,,
7075-7131 Thompson Ave Se,Snoqualmie,WA,98065,"$574,000",3.00,3,"2,380",$241 ,0,No,No,None,Average,23,0,23,2,,
13322 Se 77Th Ct,Newcastle,WA,98059,"$572,500",3.00,2,"2,030",$282 ,0,No,Yes,None,Good,41,0,41,1,,
17801 Ne 102Nd Ct,Redmond,WA,98052,"$572,000",3.00,2,"1,830",$313 ,0,No,Yes,None,Good,39,0,39,1,,
21730 Ne 29Th St,Sammamish,WA,98074,"$571,986",3.00,3,"3,720",$154 ,0,No,No,None,Average,43,0,43,2,,
15201 93Rd Pl Ne,Bothell,WA,98011,"$571,000",3.00,3,"2,600",$220 ,0,No,No,None,Average,37,2000,25,2,,
12042 38Th Ave Ne,Seattle,WA,98125,"$571,000",4.00,2,"2,750",$208 ,0,No,Yes,None,Excellent,109,0,109,1.5,,
3209 S Charles St,Seattle,WA,98144,"$570,000",3.00,2,"1,640",$348 ,0,No,Yes,Great,Good,101,0,101,1,,
16638 Se 167Th St,Renton,WA,98058,"$570,000",6.00,4,"4,000",$143 ,0,No,Yes,Good,Average,21,2003,22,2,,
12933 Se 46Th Ln,Bellevue,WA,98006,"$570,000",3.00,2,"1,890",$302 ,1,No,Yes,None,Average,76,2013,12,1,,
4029-4035 252Nd Ave Se,Issaquah,WA,98029,"$570,000",4.00,3,"2,290",$249 ,0,No,No,None,Average,29,0,29,2,,
12032-12038 Se 76Th St,Newcastle,WA,98056,"$570,000",3.00,3,"2,400",$238 ,0,No,No,None,Average,32,0,32,2,,
7741 22Nd Ave Ne,Seattle,WA,98115,"$570,000",3.00,2,"1,530",$373 ,0,No,No,None,Good,88,0,88,1,,
1715 46Th Ave Sw,Seattle,WA,98116,"$570,000",2.00,2,"1,540",$370 ,0,No,Yes,None,Good,117,0,117,1,,
15816 Ne 195Th St,Woodinville,WA,98072,"$570,000",3.00,2,"1,930",$295 ,1,No,No,None,Average,48,2004,21,1,,
31617 6Th Ave Sw,Federal Way,WA,98023,"$569,950",5.00,5,"4,850",$118 ,1,No,No,None,Average,24,0,24,2,,
5011 Ne 180Th St,Lake Forest Park,WA,98155,"$569,000",5.00,3,"3,670",$155 ,0,No,Yes,None,Excellent,73,1998,27,1,,
4123 13Th Ave S,Seattle,WA,98108,"$569,000",3.00,3,"2,220",$256 ,0,No,Yes,None,Excellent,96,0,96,1.5,,
720 N 46Th St,Seattle,WA,98103,"$569,000",4.00,2,"1,730",$329 ,0,No,Yes,None,Excellent,101,1956,69,1,,
10629 161St Avenue Northeast,Redmond,WA,98052,"$568,500",3.00,3,"2,180",$261 ,0,No,Yes,None,Good,44,0,44,1,,
547 240Th Ave Se,Sammamish,WA,98074,"$568,500",4.00,3,"2,460",$231 ,0,No,No,None,Average,27,2006,19,2,,
25806 136Th Ave Se,Kent,WA,98042,"$568,450",5.00,4,"3,260",$174 ,1,No,No,None,Good,56,0,56,2,,
2714 Sw 164Th Pl,Burien,WA,98166,"$568,000",4.00,2,"2,790",$204 ,0,No,Yes,Good,Average,69,2001,24,1,,
5519 236Th Ave Ne,Redmond,WA,98053,"$568,000",4.00,2,"2,110",$269 ,6,No,No,None,Good,46,0,46,1,,
2202 238Th Ave Se,Sammamish,WA,98075,"$568,000",4.00,2,"2,340",$243 ,1,No,Yes,None,Good,59,0,59,1,,
5404-5410 Beach Dr Sw,Seattle,WA,98136,"$568,000",3.00,2,"2,050",$277 ,0,No,Yes,None,Good,48,0,48,1,,
561 Mountain View Ln Nw,Issaquah,WA,98027,"$567,500",3.00,3,"2,280",$249 ,0,No,Yes,None,Average,19,0,19,2,,
7075-7131 Thompson Ave Se,Snoqualmie,WA,98065,"$567,500",3.00,3,"2,300",$247 ,0,No,No,None,Average,24,0,24,2,,
7913-7935 79Th Way Ne,Kirkland,WA,98034,"$567,000",3.00,3,"2,540",$223 ,0,No,No,None,Average,26,0,26,2,,
23238 Ne 29Th Ct,Sammamish,WA,98074,"$566,000",4.00,2,"2,170",$261 ,0,No,No,None,Average,38,2000,25,2,,
7328 12Th Ave Nw,Seattle,WA,98117,"$566,000",4.00,2,"2,440",$232 ,0,No,Yes,None,Average,71,2005,20,1,,
6609 117Th Ave Se,Bellevue,WA,98006,"$565,000",3.00,3,"2,390",$236 ,0,No,Yes,None,Excellent,48,0,48,1,,
527 171St Pl Ne,Bellevue,WA,98008,"$565,000",5.00,3,"2,650",$213 ,0,No,Yes,None,Average,64,2004,21,1,,
2146 Ne Nelson Ln,Issaquah,WA,98029,"$565,000",2.00,2,"1,670",$338 ,0,No,No,None,Average,20,0,20,1,,
4621 193Rd Pl Se,Issaquah,WA,98027,"$565,000",4.00,2,"2,110",$268 ,0,No,No,None,Good,46,0,46,2,,
27705 114Th Ave Se,Kent,WA,98030,"$565,000",4.00,3,"3,130",$181 ,3,No,No,None,Good,44,0,44,2,,
13547 Se 83Rd St,Newcastle,WA,98059,"$565,000",4.00,3,"2,240",$252 ,0,No,No,None,Good,36,0,36,2,,
14021 Ne 62Nd St,Redmond,WA,98052,"$565,000",4.00,3,"2,230",$253 ,0,No,Yes,None,Good,56,0,56,1,,
2525 276Th Ct Ne,Redmond,WA,98053,"$565,000",4.00,3,"2,440",$232 ,1,No,No,None,Average,29,0,29,2,,
16222 Se 135Th Pl,Renton,WA,98059,"$565,000",4.00,3,"3,260",$173 ,0,No,No,None,Average,12,1923,102,2,,
14007 35Th Ave Ne,Seattle,WA,98125,"$565,000",7.00,5,"4,140",$136 ,0,No,Yes,None,Average,47,0,47,1,,
1512 Nw 62Nd St,Seattle,WA,98107,"$565,000",3.00,2,"1,520",$372 ,0,No,No,None,Average,12,1923,102,3,,
3009 W Emerson St,Seattle,WA,98199,"$565,000",2.00,2,"1,330",$425 ,0,No,Yes,None,Good,111,1945,80,1,,
12440 Ne 160Th St,Woodinville,WA,98072,"$565,000",3.00,3,"2,500",$226 ,0,No,No,None,Average,35,2009,16,2,,
23112 Ne 127Th Way,Redmond,WA,98053,"$564,000",2.00,2,"1,690",$334 ,0,No,No,None,Average,21,2003,22,1,,
15415 279Th Pl Ne,Duvall,WA,98019,"$563,500",4.00,3,"2,800",$201 ,0,No,No,None,Average,24,0,24,2,,
3707 295Th Ave Se,Fall City,WA,98024,"$563,500",4.00,2,"2,085",$270 ,4,No,Yes,None,Average,61,2000,25,1,,
3637 Phinney Ave N,Seattle,WA,98103,"$563,500",3.00,3,"1,400",$403 ,0,No,No,None,Average,18,0,18,3.5,,
621 Nw 44Th St,Seattle,WA,98107,"$563,000",4.00,1,"1,410",$399 ,0,No,No,None,Excellent,114,1984,41,1.5,,
2008 Yale Ave E,Seattle,WA,98102,"$562,500",3.00,2,"1,300",$433 ,0,No,Yes,None,Average,19,0,19,2,,
15703 Ne 113Th Ct,Redmond,WA,98052,"$562,100",3.00,2,"2,090",$269 ,0,No,No,None,Average,42,2009,16,2,,
920 163Rd Ave Se,Bellevue,WA,98008,"$562,000",3.00,2,"1,830",$307 ,0,No,No,None,Good,68,2001,24,1,,
14308 274Th Pl Ne,Duvall,WA,98019,"$562,000",5.00,3,"2,795",$201 ,0,No,No,None,Average,29,0,29,2,,
1035 Ne 95Th St,Seattle,WA,98115,"$561,500",3.00,2,"1,960",$286 ,0,No,Yes,None,Good,86,1989,36,1,,
2037 Larchmount Dr Ne,Issaquah,WA,98029,"$561,000",3.00,2,"1,710",$328 ,0,No,No,None,Average,21,2003,22,2,,
3654 254Th Ave Se,Issaquah,WA,98029,"$561,000",4.00,3,"2,570",$218 ,0,No,No,None,Average,35,2009,16,2,,
24134 Se 20Th St,Sammamish,WA,98075,"$560,200",3.00,3,"1,990",$282 ,0,No,No,None,Average,21,2003,22,2,,
5200 S Frontenac St,Seattle,WA,98118,"$560,000",3.00,2,"2,340",$239 ,0,No,Yes,Fair,Excellent,54,0,54,1,,
19211 Se 342Nd St,Auburn,WA,98092,"$560,000",3.00,2,"2,560",$219 ,5,No,No,None,Average,39,0,39,1,,
18500-18560 58Th Ave Ne,Kenmore,WA,98028,"$560,000",4.00,3,"2,480",$226 ,0,No,Yes,None,Excellent,66,0,66,1,,
6110 123Rd Ave Ne,Kirkland,WA,98033,"$560,000",3.00,2,"2,000",$280 ,0,No,Yes,None,Excellent,62,0,62,1,,
13135 Ne 139Th St,Kirkland,WA,98034,"$560,000",4.00,3,"2,260",$248 ,0,No,No,None,Average,22,0,22,2,,
12034 Ne 67Th St,Kirkland,WA,98033,"$560,000",4.00,2,"1,950",$287 ,0,No,Yes,None,Average,57,1997,28,1,,
1641-1699 4Th St,Kirkland,WA,98033,"$560,000",2.00,1,"1,010",$554 ,0,No,No,None,Good,65,2001,24,1,,
5121 Ne 187Th St,Lake Forest Park,WA,98155,"$560,000",3.00,2,"2,070",$271 ,0,No,No,None,Average,70,2013,12,1.5,,
